SalePrice,id
123330.4694130425,1461
168684.8679557568,1462
183482.0981308919,1463
185970.96756887532,1464
209789.54325265196,1465
168868.58904838198,1466
167073.0006508107,1467
159212.31789403933,1468
199457.308673948,1469
119466.83428261154,1470
187585.10578591237,1471
96536.89632798916,1472
98075.8951864137,1473
149074.04131869224,1474
126661.23196969711,1475
359127.1287562575,1476
272381.6252920771,1477
298928.82375302474,1478
279994.5573679402,1479
454619.3082273091,1480
319315.8248913324,1481
209226.84733989084,1482
177795.89565377135,1483
167346.7221871471,1484
179564.39253370647,1485
192069.5068354795,1486
337034.6618259668,1487
229623.5072352626,1488
206074.33037522843,1489
242225.95207175054,1490
195974.57940864324,1491
101953.12851210425,1492
185131.8853749599,1493
304412.3822647603,1494
287188.7411853625,1495
238860.59082051454,1496
179012.14071881725,1497
174452.90014759236,1498
160888.9556152983,1499
152210.43074985678,1500
199008.6005056112,1501
143211.96925678497,1502
305966.8880880151,1503
230574.40028876325,1504
220143.84569453145,1505
188046.625222304,1506
251175.04469219546,1507
190915.2290383473,1508
146531.96975103734,1509
144537.47492437076,1510
154295.1856928932,1511
176485.5419723105,1512
146762.30663801092,1513
176435.83435878388,1514
204060.7583227835,1515
152224.29553518715,1516
177901.75720777287,1517
123090.87524434866,1518
221492.9851914863,1519
130134.2541945995,1520
136905.93680026123,1521
184214.2539703732,1522
106726.42733740731,1523
124388.30629701584,1524
121858.71124942582,1525
117015.21324359874,1526
109317.27445641202,1527
129005.73767704441,1528
155043.6150446935,1529
195494.60166699745,1530
131824.56825819128,1531
105194.7292073898,1532
163027.39301506185,1533
128796.8143140883,1534
149701.95310172363,1535
99547.92641429446,1536
55050.89201236652,1537
169283.37161027855,1538
202852.90047889116,1539
111417.95657460742,1540
141307.66782499995,1541
156579.5030854248,1542
208808.80232439763,1543
87821.21840331567,1544
123170.59478253119,1545
138233.80791593497,1546
151534.99698526724,1547
148376.6287407355,1548
125152.74177614451,1549
141811.95088762668,1550
114719.07328674846,1551
142748.00917608786,1552
167327.33429505365,1553
110059.26036659654,1554
171356.51271386936,1555
64423.95730576359,1556
112217.31863247463,1557
95517.00828153225,1558
69489.02291359639,1559
129236.3698857525,1560
130202.74675884368,1561
130680.24359953415,1562
134652.82876377707,1563
163638.71685495647,1564
156647.59082330042,1565
229073.2154885399,1566
73132.23418746599,1567
228389.98298942865,1568
128008.46690070802,1569
135521.8684174718,1570
105670.23355852428,1571
148363.82473743852,1572
248490.2175527381,1573
131102.14716359344,1574
239341.8973368909,1575
236722.58507544495,1576
186545.9014792032,1577
141606.311876831,1578
144315.51161368348,1579
184004.3344254148,1580
161566.19038917692,1581
128047.29996260628,1582
310838.5473498271,1583
226209.72000026313,1584
142550.26729376792,1585
79728.64115699234,1586
104635.377053635,1587
162394.20559621102,1588
99534.12161155092,1589
134565.07239766832,1590
103014.9115058841,1591
122706.71022287404,1592
130277.5266611224,1593
143512.79830558892,1594
115878.05167292582,1595
239249.51424911662,1596
181413.63359696962,1597
206431.48822957324,1598
197886.5183014374,1599
186770.9558863912,1600
68833.95495013965,1601
126410.03066343612,1602
57892.04045232383,1603
274436.7474720315,1604
244558.71814924755,1605
159235.30878822724,1606
160740.0482719563,1607
210914.1739705907,1608
193981.46912809793,1609
146307.91548588924,1610
132265.4441664212,1611
175267.1886044882,1612
157213.03018699898,1613
139818.2800470824,1614
92185.00081873899,1615
73142.90893104195,1616
86406.15527435129,1617
127720.55973905086,1618
146395.13071076514,1619
157973.5384381571,1620
135557.54713092512,1621
133684.8744403035,1622
262429.75738682627,1623
213142.27348959248,1624
119266.7344987429,1625
161823.26642549862,1626
186237.75335792892,1627
279610.5633267104,1628
172345.58893326204,1629
360152.4831925209,1630
236421.2283783782,1631
254089.39414568656,1632
165242.1585117302,1633
179134.52679397803,1634
178614.63556050128,1635
144725.2025633849,1636
191364.9372250253,1637
200088.36645310465,1638
166841.74762956877,1639
241668.17071288035,1640
173651.14342498715,1641
232100.73369865638,1642
223028.97394395858,1643
225008.4864409016,1644
217475.973796953,1645
150673.309121979,1646
145854.41729493826,1647
128684.81826627631,1648
138360.36059265022,1649
106691.88671081362,1650
112031.12545130998,1651
103881.8559477369,1652
102017.05701188669,1653
149323.72802532683,1654
139545.14852248915,1655
143981.89341848297,1656
157642.7924293181,1657
149689.50120133505,1658
133270.59907669274,1659
146376.68748755765,1660
429495.3641828821,1661
384410.52399355586,1662
364671.82596249535,1663
468943.49923441425,1664
306325.365609346,1665
322310.59583523776,1666
349738.3759224974,1667
328297.75667301915,1668
302714.95180666127,1669
338443.8603075925,1670
268779.6708582831,1671
420475.274201389,1672
305468.46397697495,1673
258086.61781616046,1674
201991.9403421711,1675
203400.2238677535,1676
224359.36146480354,1677
447718.66183290276,1678
374980.07772632554,1679
315434.86711752036,1680
248643.5034857015,1681
311535.16377876647,1682
190168.58840794605,1683
174204.42637956343,1684
175514.9806210278,1685
160108.23080249858,1686
161386.1295852081,1687
184035.9858949714,1688
189016.17780111704,1689
191089.28561138306,1690
182455.15388396586,1691
253753.94966944723,1692
173993.76255435147,1693
175413.60508072315,1694
159637.98119995484,1695
280254.6126306022,1696
163554.882238837,1697
350086.2108484767,1698
328861.0137511493,1699
251944.53730318067,1700
259575.6037373993,1701
242890.44682498698,1702
241151.18729042864,1703
278031.4192238867,1704
229256.41766458118,1705
255005.75701779418,1706
208006.05046855338,1707
203269.28535209846,1708
263488.007447287,1709
216596.04702927612,1710
262364.87729439803,1711
247081.94699160024,1712
269316.8796545888,1713
219308.08977177224,1714
205974.1081757689,1715
186299.72102225758,1716
173647.36053026578,1717
146087.34315806645,1718
216049.34911211944,1719
240429.50833031524,1720
158973.53646547062,1721
122735.89704067464,1722
149034.76389429273,1723
218752.8845844182,1724
238412.77958188247,1725
186707.62921160122,1726
154979.28162664047,1727
157704.04395011184,1728
165275.55223207021,1729
156074.29291825692,1730
117651.97216789688,1731
130736.2512270363,1732
125666.43638354761,1733
127797.40014145566,1734
113359.4817133221,1735
102012.60857429799,1736
321791.2791003267,1737
238539.73110610587,1738
275730.3128344169,1739
227373.78209887136,1740
194800.21764184424,1741
176094.7438862604,1742
173061.40463269883,1743
312272.22909494303,1744
222266.08729452593,1745
200624.09690832475,1746
215647.91042005963,1747
222541.48094316712,1748
138213.31599199076,1749
129782.62716120263,1750
226600.62565176238,1751
116127.61355889683,1752
150432.35297073875,1753
197917.94768988495,1754
163701.67758834115,1755
140431.23029594345,1756
122970.81662378807,1757
148018.52578649344,1758
159461.7720053666,1759
157835.78578151556,1760
153517.14294276453,1761
177892.6057987974,1762
175991.15990824203,1763
116629.51230330707,1764
182650.29412854137,1765
181474.18226579076,1766
228347.51662476116,1767
145131.4840175817,1768
158394.69446102457,1769
158978.99953200307,1770
121266.3808622526,1771
146451.19637586887,1772
115514.9988189718,1773
151612.86731985415,1774
140333.62196178624,1775
132664.07681217234,1776
110425.77796703685,1777
158843.73637856706,1778
134777.83675331305,1779
153856.04627501336,1780
126515.99010414646,1781
86691.96186900765,1782
136401.56941524215,1783
107519.06491937784,1784
134830.11601829375,1785
137227.52359281515,1786
160519.82014750957,1787
52144.93446702802,1788
110594.99406712728,1789
79847.3764779516,1790
188687.4345866799,1791
165817.47580143248,1792
123385.4619752328,1793
165452.12680286972,1794
138842.1000062115,1795
133086.36173357128,1796
118467.2231796789,1797
124130.31288327131,1798
115556.96695010651,1799
137313.93355320577,1800
124953.05383439625,1801
112757.3496409472,1802
156062.40343773138,1803
136772.32584209804,1804
137097.0496296169,1805
128428.11713787289,1806
132950.5679277059,1807
121664.8645463538,1808
130612.75363493396,1809
143458.1204559811,1810
74045.02788874722,1811
102950.28056962114,1812
129565.60472348079,1813
94074.29282938947,1814
56082.25776993792,1815
99191.81271978281,1816
110232.54519336802,1817
160359.96713658032,1818
121103.26233595629,1819
44808.48769194794,1820
100930.73396347668,1821
161023.9572094451,1822
39791.0908842268,1823
142384.99371705545,1824
151352.29521377408,1825
99608.57687422157,1826
110436.18457463014,1827
139304.73167014812,1828
115343.03358640207,1829
147546.13120931317,1830
159250.23565292027,1831
74321.287528897,1832
146479.07359009673,1833
112516.02218074049,1834
145817.24854055795,1835
131297.56945928666,1836
105181.36879362885,1837
118124.76720038749,1838
101271.01725726522,1839
161415.38617837816,1840
150486.55810533045,1841
82965.96818970372,1842
139674.65603461402,1843
143919.7299169987,1844
150187.8656455446,1845
152987.1020974787,1846
167658.92569692223,1847
47652.25764687555,1848
110226.72409320486,1849
116263.6202420429,1850
162552.8555141908,1851
123910.28250438123,1852
133431.61197391915,1853
174749.7478259241,1854
157388.25818194737,1855
212848.7238373254,1856
134356.62970835686,1857
139583.67318542846,1858
111905.11948300459,1859
146175.1121939291,1860
116232.6223740366,1861
273595.35141136113,1862
263875.4675922511,1863
263886.66546827613,1864
336475.8119958407,1865
312273.2524355831,1866
226259.07304966735,1867
279319.5464974721,1868
206965.06321501837,1869
238548.769796039,1870
245358.2976031218,1871
175678.46487312808,1872
239850.64787571217,1873
131503.36908142702,1874
179429.8413746882,1875
188541.2435205798,1876
209072.88645206272,1877
190337.24017758435,1878
141968.23766619846,1879
124538.2319263079,1880
247869.57074433,1881
236879.23528243985,1882
178190.81612006715,1883
202266.23152651417,1884
232195.37170906572,1885
272033.7023692739,1886
213206.0692012173,1887
275163.0784717673,1888
166815.2681964096,1889
114578.68919967453,1890
111309.92702856516,1891
105789.08645291755,1892
130448.38559163298,1893
128739.31582851568,1894
147725.2228071418,1895
127399.20504148494,1896
127261.79777635382,1897
105954.11762763294,1898
153371.93232841216,1899
154526.4076841316,1900
176401.17669930664,1901
174252.1251117246,1902
222061.25625426573,1903
147911.9655828972,1904
192536.4567813027,1905
146322.627976549,1906
227044.20095262307,1907
111103.0897020881,1908
133605.9519796546,1909
130022.2186826888,1910
215175.01937974346,1911
304628.066490354,1912
149004.51500141542,1913
63623.17268275926,1914
311300.3240465611,1915
37179.340302892066,1916
253502.11364691984,1917
136614.55223749654,1918
166668.50442827158,1919
154916.42361410902,1920
372837.35249672766,1921
323642.214005664,1922
219107.7548008398,1923
231795.16074783512,1924
