SalePrice,id
119101.83627601423,1461
160094.10329211765,1462
184422.23632673302,1463
193123.59466337395,1464
197358.55529355182,1465
171015.41758778493,1466
172631.4609330797,1467
159836.79881312588,1468
200828.98262000163,1469
121607.75147136927,1470
168397.25407019534,1471
101195.95098672714,1472
97971.2699663589,1473
149247.79243684703,1474
117244.60528776521,1475
369497.7620601823,1476
256289.92583048192,1477
302863.75624162325,1478
284013.497973447,1479
472027.1233504181,1480
305558.0210641618,1481
204638.4457151873,1482
172057.57614175355,1483
163439.44892389103,1484
176720.57123211707,1485
187811.74871418648,1486
337382.84025006363,1487
220072.77561815275,1488
201186.90667599902,1489
245194.59060401222,1490
196045.12181444254,1491
101884.82460550976,1492
184483.11771879258,1493
293348.0852591649,1494
280941.60179422394,1495
238369.31464295113,1496
175658.40147808092,1497
172177.03718799917,1498
163528.15960272163,1499
151535.41719493308,1500
188650.57137666986,1501
141358.16422302788,1502
328443.9497699717,1503
230309.55869400507,1504
220974.96566950428,1505
189291.04635655132,1506
247150.5168257827,1507
194076.16271248297,1508
157668.8944403276,1509
145853.70255857386,1510
154020.30696100587,1511
173362.78218087234,1512
153865.0496845213,1513
166435.5575898727,1514
201910.26186519684,1515
153999.05524663464,1516
175227.0333091852,1517
127185.81738465946,1518
221088.6618929511,1519
125326.00820871566,1520
135355.35675756726,1521
183003.3389134416,1522
114763.36170080867,1523
124765.69505486525,1524
119663.53387658413,1525
110934.73723562356,1526
107426.85243012401,1527
131571.53386275275,1528
156867.78048289614,1529
198071.6385046852,1530
124282.52847995808,1531
96698.0735505142,1532
160381.52376003604,1533
126623.28735969032,1534
149976.63288608205,1535
99537.04851410474,1536
59610.01563669079,1537
159471.10789185442,1538
202150.00735771618,1539
112510.71300847639,1540
142596.6743149905,1541
156043.56862891928,1542
195049.11279360545,1543
80458.06256936726,1544
119183.24503637344,1545
137660.42816828948,1546
136607.26933709162,1547
147585.01712349177,1548
126660.17842655582,1549
145114.80466415966,1550
108393.71211833316,1551
147618.1088650198,1552
158191.70022226634,1553
115195.7729924295,1554
160494.3254858742,1555
65883.12510112603,1556
131316.89863084743,1557
106067.30222165896,1558
68158.42178984184,1559
123831.5275961798,1560
145121.58826797365,1561
132180.27445728998,1562
128584.35914274477,1563
159295.93328844538,1564
155911.17555595154,1565
223732.96968449987,1566
76942.22704555094,1567
217218.96637251702,1568
137513.06065837078,1569
130100.6750462655,1570
96256.75531258369,1571
150095.74459229625,1572
250802.45992506496,1573
131510.086462838,1574
229419.13147523295,1575
228958.55601665753,1576
185461.74490736518,1577
156560.41175526922,1578
139314.28205216967,1579
188197.0672322797,1580
154132.86217768976,1581
134477.75299658417,1582
286970.8150887076,1583
220369.3164254041,1584
137574.52158904827,1585
83781.61626494117,1586
104330.2785465421,1587
151872.84601146856,1588
105565.6568018393,1589
128994.07528162804,1590
95224.5663068512,1591
123709.03509112165,1592
133634.02702046352,1593
150027.60629115914,1594
118908.62157277635,1595
231667.140243967,1596
201834.73614507157,1597
210307.12273180546,1598
188641.4426817541,1599
173394.6197953425,1600
63290.05739152319,1601
127199.62872624485,1602
56459.62924120005,1603
266091.2359303913,1604
226139.82923176006,1605
